"order_date","fiscal_year","fiscal_quarter","fiscal_month","week_of_year","so_number","order_id","line_id","customer_code","customer_name","legacy_province_id","legacy_province_name","legacy_region","silver_province_code","silver_province_name","silver_province_type","silver_region","geo_match_method","geo_confidence","product_code","product_name","color","line_id_fk","line_name","group_code","group_name","quantity","unit_price","line_total"
2025-03-19,2025,1,3,12,BH25.0311,328,2771,KH-00065,CÔNG TY CỔ PHẦN QUANG VINH,11,Hà Nội,Miền Bắc,"01",Hà Nội,Thành phố,Miền Bắc,address,HIGH,"1000300050200000",Xe đạp Thống Nhất MTB SPD 27.5 (xanh da trời),trời,74,Xe MTB SPD 27.5,SPORTBIKE_A,Xe thể thao nhôm,2.00,2150000.00,4300000.00
2025-03-19,2025,1,3,12,BH25.0311,328,2772,KH-00065,CÔNG TY CỔ PHẦN QUANG VINH,11,Hà Nội,Miền Bắc,"01",Hà Nội,Thành phố,Miền Bắc,address,HIGH,"000225002004000",Xe đạp Thống Nhất New 26 Đỏ tươi,Đỏ tươi,21,Xe New 26,CITYBIKE_P,Xe phổ thông,2.00,1180000.00,2360000.00
2025-03-19,2025,1,3,12,BH25.0311,328,2773,KH-00065,CÔNG TY CỔ PHẦN QUANG VINH,11,Hà Nội,Miền Bắc,"01",Hà Nội,Thành phố,Miền Bắc,address,HIGH,"000331002022000",Xe đạp Thống Nhất MTB 26-02 Xanh dương,Xanh dương,18,Xe MTB 26 02,CITYBIKE_P,Xe phổ thông,1.00,1250000.00,1250000.00
2025-03-19,2025,1,3,12,BH25.0311,328,2774,KH-00065,CÔNG TY CỔ PHẦN QUANG VINH,11,Hà Nội,Miền Bắc,"01",Hà Nội,Thành phố,Miền Bắc,address,HIGH,"000333002001000",Xe đạp Thống Nhất Super 26 đen,đen,70,Xe Super 26,SPORTBIKE_S,Xe thể thao thép,1.00,1300000.00,1300000.00
2025-03-19,2025,1,3,12,BH25.0311,328,2775,KH-00065,CÔNG TY CỔ PHẦN QUANG VINH,11,Hà Nội,Miền Bắc,"01",Hà Nội,Thành phố,Miền Bắc,address,HIGH,"000333002022000",Xe đạp Thống Nhất Super 26 xanh,xanh,70,Xe Super 26,SPORTBIKE_S,Xe thể thao thép,1.00,1300000.00,1300000.00
2025-03-19,2025,1,3,12,BH25.0311,328,2776,KH-00065,CÔNG TY CỔ PHẦN QUANG VINH,11,Hà Nội,Miền Bắc,"01",Hà Nội,Thành phố,Miền Bắc,address,HIGH,"000226003023000",Xe đạp Thống Nhất LD 24-01_2023 Kem,Kem,13,Xe LD 24-01_2023,CITYBIKE_P,Xe phổ thông,3.00,1200000.00,3600000.00
2025-03-19,2025,1,3,12,BH25.0311,328,2777,KH-00065,CÔNG TY CỔ PHẦN QUANG VINH,11,Hà Nội,Miền Bắc,"01",Hà Nội,Thành phố,Miền Bắc,address,HIGH,"000225002023000",Xe đạp Thống Nhất New 26 Kem,Kem,21,Xe New 26,CITYBIKE_P,Xe phổ thông,9.00,1180000.00,10620000.00
2025-03-19,2025,1,3,12,BH25.0311,328,2778,KH-00065,CÔNG TY CỔ PHẦN QUANG VINH,11,Hà Nội,Miền Bắc,"01",Hà Nội,Thành phố,Miền Bắc,address,HIGH,"000231003022000",Xe đạp Thống Nhất M2601 Xanh dương,Xanh dương,64,Xe M2601,SPORTBIKE_S,Xe thể thao thép,2.00,1200000.00,2400000.00
2025-03-19,2025,1,3,12,BH25.0311,328,2779,KH-00065,CÔNG TY CỔ PHẦN QUANG VINH,11,Hà Nội,Miền Bắc,"01",Hà Nội,Thành phố,Miền Bắc,address,HIGH,"1000300050080000",Xe đạp Thống Nhất MTB SPD 27.5 ( Ghi),Ghi,74,Xe MTB SPD 27.5,SPORTBIKE_A,Xe thể thao nhôm,1.00,2150000.00,2150000.00
2025-03-19,2025,1,3,12,BH25.0311,328,2780,KH-00065,CÔNG TY CỔ PHẦN QUANG VINH,11,Hà Nội,Miền Bắc,"01",Hà Nội,Thành phố,Miền Bắc,address,HIGH,"000226003015000",Xe đạp Thống Nhất LD 24-01_2023 Café/nâu,Café/nâu,13,Xe LD 24-01_2023,CITYBIKE_P,Xe phổ thông,1.00,1200000.00,1200000.00
2025-03-19,2025,1,3,12,BH25.0311,328,2781,KH-00065,CÔNG TY CỔ PHẦN QUANG VINH,11,Hà Nội,Miền Bắc,"01",Hà Nội,Thành phố,Miền Bắc,address,HIGH,"000125002009000",Xe đạp Thống Nhất Puppy 20 Hồng,Hồng,32,Xe Puppy 20,KIDBIKE_1,Xe trẻ em nhóm 1,1.00,1050000.00,1050000.00
2025-03-19,2025,1,3,12,BH25.0311,328,2782,KH-00065,CÔNG TY CỔ PHẦN QUANG VINH,11,Hà Nội,Miền Bắc,"01",Hà Nội,Thành phố,Miền Bắc,address,HIGH,"000125002013000",Xe đạp Thống Nhất Puppy 20 Xanh,Xanh,32,Xe Puppy 20,KIDBIKE_1,Xe trẻ em nhóm 1,2.00,1050000.00,2100000.00
2025-03-19,2025,1,3,12,BH25.0311,328,2783,KH-00065,CÔNG TY CỔ PHẦN QUANG VINH,11,Hà Nội,Miền Bắc,"01",Hà Nội,Thành phố,Miền Bắc,address,HIGH,"000224002024000",Xe đạp Thống Nhất New 24 Tím,Tím,20,Xe New 24,CITYBIKE_P,Xe phổ thông,2.00,1130000.00,2260000.00
2025-03-19,2025,1,3,12,BH25.0311,328,2784,KH-00065,CÔNG TY CỔ PHẦN QUANG VINH,11,Hà Nội,Miền Bắc,"01",Hà Nội,Thành phố,Miền Bắc,address,HIGH,"000224002009000",Xe đạp Thống Nhất New 24 Hồng,Hồng,20,Xe New 24,CITYBIKE_P,Xe phổ thông,1.00,1130000.00,1130000.00
2025-03-19,2025,1,3,12,BH25.0311,328,2785,KH-00065,CÔNG TY CỔ PHẦN QUANG VINH,11,Hà Nội,Miền Bắc,"01",Hà Nội,Thành phố,Miền Bắc,address,HIGH,"000335002013000",Xe đạp Thống Nhất Super 24 Xanh,Xanh,69,Xe Super 24,SPORTBIKE_S,Xe thể thao thép,1.00,1200000.00,1200000.00
2025-03-19,2025,1,3,12,BH25.0311,328,2786,KH-00065,CÔNG TY CỔ PHẦN QUANG VINH,11,Hà Nội,Miền Bắc,"01",Hà Nội,Thành phố,Miền Bắc,address,HIGH,"000335002001000",Xe đạp Thống Nhất Super 24 Đen,Đen,69,Xe Super 24,SPORTBIKE_S,Xe thể thao thép,1.00,1200000.00,1200000.00
2025-03-19,2025,1,3,12,BH25.0311,328,2787,KH-00065,CÔNG TY CỔ PHẦN QUANG VINH,11,Hà Nội,Miền Bắc,"01",Hà Nội,Thành phố,Miền Bắc,address,HIGH,"000401002016000","Xe đạp Thống Nhất Nữ Truyền thống Lốp đỏ, Ngọc",Ngọc,22,Xe Nữ,CITYBIKE_P,Xe phổ thông,1.00,1300000.00,1300000.00
2025-03-19,2025,1,3,12,BH25.0312,330,2788,KH-00022,CÔNG TY CỔ PHẦN VIỆT ANH,11,Hà Nội,Miền Bắc,"01",Hà Nội,Thành phố,Miền Bắc,address,HIGH,"1000240020090000",Xe đạp Thống Nhất TE Bunny 16 Hồng,Hồng,41,Xe Bunny 16,KIDBIKE_2,Xe trẻ em nhóm 2,1.00,500000.00,500000.00
2025-03-19,2025,1,3,12,BH25.0312,330,2789,KH-00022,CÔNG TY CỔ PHẦN VIỆT ANH,11,Hà Nội,Miền Bắc,"01",Hà Nội,Thành phố,Miền Bắc,address,HIGH,"000131002008001",Xe đạp Thống Nhất GN 06 20 2024 Ghi,Ghi,25,Xe GN 06 20 2024,KIDBIKE_1,Xe trẻ em nhóm 1,1.00,1200000.00,1200000.00
2025-03-19,2025,1,3,12,BH25.0312,330,2790,KH-00022,CÔNG TY CỔ PHẦN VIỆT ANH,11,Hà Nội,Miền Bắc,"01",Hà Nội,Thành phố,Miền Bắc,address,HIGH,"000216003008000",Xe đạp Thống Nhất GN 06-24 2.0 Ghi,Ghi,8,Xe GN 06-24 2.0,CITYBIKE_P,Xe phổ thông,1.00,1200000.00,1200000.00
2025-03-19,2025,1,3,12,BH25.0312,330,2791,KH-00022,CÔNG TY CỔ PHẦN VIỆT ANH,11,Hà Nội,Miền Bắc,"01",Hà Nội,Thành phố,Miền Bắc,address,HIGH,"000305002001000",Xe đạp Thống Nhất MTB 20-05 Đen,Đen,27,Xe MTB 20-05,KIDBIKE_1,Xe trẻ em nhóm 1,1.00,1050000.00,1050000.00
2025-03-19,2025,1,3,12,BH25.0312,330,2792,KH-00022,CÔNG TY CỔ PHẦN VIỆT ANH,11,Hà Nội,Miền Bắc,"01",Hà Nội,Thành phố,Miền Bắc,address,HIGH,"000305002022000",Xe đạp Thống Nhất MTB 20-05 Xanh dương,Xanh dương,27,Xe MTB 20-05,KIDBIKE_1,Xe trẻ em nhóm 1,1.00,1050000.00,1050000.00
2025-03-19,2025,1,3,12,BH25.0312,330,2793,KH-00022,CÔNG TY CỔ PHẦN VIỆT ANH,11,Hà Nội,Miền Bắc,"01",Hà Nội,Thành phố,Miền Bắc,address,HIGH,"000330002001000",Xe đạp Thống Nhất MTB 24-03 Đen,Đen,17,Xe MTB 24-03,CITYBIKE_P,Xe phổ thông,1.00,1200000.00,1200000.00
2025-03-19,2025,1,3,12,BH25.0312,330,2794,KH-00022,CÔNG TY CỔ PHẦN VIỆT ANH,11,Hà Nội,Miền Bắc,"01",Hà Nội,Thành phố,Miền Bắc,address,HIGH,"000330002002200",Xe đạp Thống Nhất MTB 24-03 Xanh dương,Xanh dương,17,Xe MTB 24-03,CITYBIKE_P,Xe phổ thông,1.00,1200000.00,1200000.00
2025-03-19,2025,1,3,12,BH25.0312,330,2795,KH-00022,CÔNG TY CỔ PHẦN VIỆT ANH,11,Hà Nội,Miền Bắc,"01",Hà Nội,Thành phố,Miền Bắc,address,HIGH,"000331002022000",Xe đạp Thống Nhất MTB 26-02 Xanh dương,Xanh dương,18,Xe MTB 26 02,CITYBIKE_P,Xe phổ thông,1.00,1250000.00,1250000.00
2025-03-19,2025,1,3,12,BH25.0312,330,2796,KH-00022,CÔNG TY CỔ PHẦN VIỆT ANH,11,Hà Nội,Miền Bắc,"01",Hà Nội,Thành phố,Miền Bắc,address,HIGH,"100035005001000","Xe đạp Thống Nhất MTB Cyper 2024 27.5""  Đen",Đen,73,Xe MTB Cyber 27.5 2024,SPORTBIKE_A,Xe thể thao nhôm,1.00,3003787.00,3003787.00
2025-03-19,2025,1,3,12,BH25.0312,330,2797,KH-00022,CÔNG TY CỔ PHẦN VIỆT ANH,11,Hà Nội,Miền Bắc,"01",Hà Nội,Thành phố,Miền Bắc,address,HIGH,"1000300050010000",Xe đạp Thống Nhất MTB SPD 27.5 ( Đen),Đen,74,Xe MTB SPD 27.5,SPORTBIKE_A,Xe thể thao nhôm,1.00,2150000.00,2150000.00
2025-03-19,2025,1,3,12,BH25.0312,330,2798,KH-00022,CÔNG TY CỔ PHẦN VIỆT ANH,11,Hà Nội,Miền Bắc,"01",Hà Nội,Thành phố,Miền Bắc,address,HIGH,"000224002026000",Xe đạp Thống Nhất New 24 Xanh mint,Xanh mint,20,Xe New 24,CITYBIKE_P,Xe phổ thông,1.00,1130000.00,1130000.00
2025-03-19,2025,1,3,12,BH25.0312,330,2799,KH-00022,CÔNG TY CỔ PHẦN VIỆT ANH,11,Hà Nội,Miền Bắc,"01",Hà Nội,Thành phố,Miền Bắc,address,HIGH,"000225002023000",Xe đạp Thống Nhất New 26 Kem,Kem,21,Xe New 26,CITYBIKE_P,Xe phổ thông,1.00,1180000.00,1180000.00
2025-03-19,2025,1,3,12,BH25.0312,330,2800,KH-00022,CÔNG TY CỔ PHẦN VIỆT ANH,11,Hà Nội,Miền Bắc,"01",Hà Nội,Thành phố,Miền Bắc,address,HIGH,"000225002025000",Xe đạp Thống Nhất New 26 Xanh mint,Xanh mint,21,Xe New 26,CITYBIKE_P,Xe phổ thông,1.00,1180000.00,1180000.00
2025-03-19,2025,1,3,12,BH25.0312,330,2801,KH-00022,CÔNG TY CỔ PHẦN VIỆT ANH,11,Hà Nội,Miền Bắc,"01",Hà Nội,Thành phố,Miền Bắc,address,HIGH,"000125002009000",Xe đạp Thống Nhất Puppy 20 Hồng,Hồng,32,Xe Puppy 20,KIDBIKE_1,Xe trẻ em nhóm 1,1.00,1050000.00,1050000.00
2025-03-20,2025,1,3,12,BH25.0352,381,3328,KH-00154,DOANH NGHIỆP TW VĨNH PHÁT,12,Hà Tĩnh,Miền Trung,"42",Hà Tĩnh,Tỉnh,Miền Trung,address,HIGH,"000224002009000",Xe đạp Thống Nhất New 24 Hồng,Hồng,20,Xe New 24,CITYBIKE_P,Xe phổ thông,2.00,1130000.00,2260000.00
2025-03-19,2025,1,3,12,BH25.0312,330,2802,KH-00022,CÔNG TY CỔ PHẦN VIỆT ANH,11,Hà Nội,Miền Bắc,"01",Hà Nội,Thành phố,Miền Bắc,address,HIGH,"000125002023000",Xe đạp Thống Nhất Puppy 20 Kem,Kem,32,Xe Puppy 20,KIDBIKE_1,Xe trẻ em nhóm 1,1.00,1050000.00,1050000.00
2025-03-19,2025,1,3,12,BH25.0312,330,2803,KH-00022,CÔNG TY CỔ PHẦN VIỆT ANH,11,Hà Nội,Miền Bắc,"01",Hà Nội,Thành phố,Miền Bắc,address,HIGH,"1000260020220000",Xe đạp Thống Nhất TE Spaceboy 12 Xanh dương,Xanh dương,45,Xe Spaceboy 12,KIDBIKE_2,Xe trẻ em nhóm 2,1.00,470000.00,470000.00
2025-03-19,2025,1,3,12,BH25.0312,330,2804,KH-00022,CÔNG TY CỔ PHẦN VIỆT ANH,11,Hà Nội,Miền Bắc,"01",Hà Nội,Thành phố,Miền Bắc,address,HIGH,"000333002022000",Xe đạp Thống Nhất Super 26 xanh,xanh,70,Xe Super 26,SPORTBIKE_S,Xe thể thao thép,1.00,1300000.00,1300000.00
2025-03-19,2025,1,3,12,BH25.0312,330,2805,KH-00022,CÔNG TY CỔ PHẦN VIỆT ANH,11,Hà Nội,Miền Bắc,"01",Hà Nội,Thành phố,Miền Bắc,address,HIGH,"100029005001000",Xe đạp Thống Nhất Touring Blade 700C Đen,Đen,77,Xe Touring Blade 700C,SPORTBIKE_A,Xe thể thao nhôm,1.00,3222643.00,3222643.00
2025-03-19,2025,1,3,12,BH25.0312,330,2806,KH-00022,CÔNG TY CỔ PHẦN VIỆT ANH,11,Hà Nội,Miền Bắc,"01",Hà Nội,Thành phố,Miền Bắc,address,HIGH,"000217003008000",Xe đạp Thống Nhất GN 06-26 2.0 Ghi,Ghi,10,Xe GN 06-26 2.0,CITYBIKE_P,Xe phổ thông,1.00,1250000.00,1250000.00
2025-03-19,2025,1,3,12,BH25.0313,331,2807,KH-00193,CÔNG TY TNHH TÚ ANH,71,Đường Nguyễn Trải - P Ba Đình TP Thanh Hoá,Miền Bắc,"38",Thanh Hóa,Tỉnh,Miền Trung,address,HIGH,"1000320010090000","Xe đạp Thống Nhất Wonder Woman 20"" Hồng",Hồng,57,Xe TE Wonder Woman 20 (IP - Bản quyền),KIDBIKE_2,Xe trẻ em nhóm 2,2.00,1408249.00,2816498.00
2025-03-19,2025,1,3,12,BH25.0313,331,2808,KH-00193,CÔNG TY TNHH TÚ ANH,71,Đường Nguyễn Trải - P Ba Đình TP Thanh Hoá,Miền Bắc,"38",Thanh Hóa,Tỉnh,Miền Trung,address,HIGH,"000124002024000",Xe đạp Thống Nhất Neo 2004 Tím,Tím,31,Xe Neo 2004,KIDBIKE_1,Xe trẻ em nhóm 1,2.00,750000.00,1500000.00
2025-03-19,2025,1,3,12,BH25.0313,331,2809,KH-00193,CÔNG TY TNHH TÚ ANH,71,Đường Nguyễn Trải - P Ba Đình TP Thanh Hoá,Miền Bắc,"38",Thanh Hóa,Tỉnh,Miền Trung,address,HIGH,"000124002009000",Xe đạp Thống Nhất Neo 2004 Hồng,Hồng,31,Xe Neo 2004,KIDBIKE_1,Xe trẻ em nhóm 1,2.00,1050000.00,2100000.00
2025-03-19,2025,1,3,12,BH25.0313,331,2810,KH-00193,CÔNG TY TNHH TÚ ANH,71,Đường Nguyễn Trải - P Ba Đình TP Thanh Hoá,Miền Bắc,"38",Thanh Hóa,Tỉnh,Miền Trung,address,HIGH,"000216003001000",Xe đạp Thống Nhất GN 06-24 2.0 Đen,Đen,8,Xe GN 06-24 2.0,CITYBIKE_P,Xe phổ thông,2.00,1200000.00,2400000.00
2025-03-19,2025,1,3,12,BH25.0313,331,2811,KH-00193,CÔNG TY TNHH TÚ ANH,71,Đường Nguyễn Trải - P Ba Đình TP Thanh Hoá,Miền Bắc,"38",Thanh Hóa,Tỉnh,Miền Trung,address,HIGH,"000216003005000",Xe đạp Thống Nhất GN 06-24 2.0 Cam,Cam,8,Xe GN 06-24 2.0,CITYBIKE_P,Xe phổ thông,1.00,1200000.00,1200000.00
2025-03-19,2025,1,3,12,BH25.0313,331,2812,KH-00193,CÔNG TY TNHH TÚ ANH,71,Đường Nguyễn Trải - P Ba Đình TP Thanh Hoá,Miền Bắc,"38",Thanh Hóa,Tỉnh,Miền Trung,address,HIGH,"000216003008000",Xe đạp Thống Nhất GN 06-24 2.0 Ghi,Ghi,8,Xe GN 06-24 2.0,CITYBIKE_P,Xe phổ thông,2.00,1200000.00,2400000.00
2025-03-19,2025,1,3,12,BH25.0313,331,2813,KH-00193,CÔNG TY TNHH TÚ ANH,71,Đường Nguyễn Trải - P Ba Đình TP Thanh Hoá,Miền Bắc,"38",Thanh Hóa,Tỉnh,Miền Trung,address,HIGH,"000217003001000",Xe đạp Thống Nhất GN 06-26 2.0 Đen,Đen,10,Xe GN 06-26 2.0,CITYBIKE_P,Xe phổ thông,2.00,1250000.00,2500000.00
2025-03-19,2025,1,3,12,BH25.0313,331,2814,KH-00193,CÔNG TY TNHH TÚ ANH,71,Đường Nguyễn Trải - P Ba Đình TP Thanh Hoá,Miền Bắc,"38",Thanh Hóa,Tỉnh,Miền Trung,address,HIGH,"000217003008000",Xe đạp Thống Nhất GN 06-26 2.0 Ghi,Ghi,10,Xe GN 06-26 2.0,CITYBIKE_P,Xe phổ thông,2.00,1250000.00,2500000.00
2025-03-19,2025,1,3,12,BH25.0313,331,2815,KH-00193,CÔNG TY TNHH TÚ ANH,71,Đường Nguyễn Trải - P Ba Đình TP Thanh Hoá,Miền Bắc,"38",Thanh Hóa,Tỉnh,Miền Trung,address,HIGH,"000207004000000",Xe đạp Thống Nhất 219-05-26,"219-05-26",1,Xe 219-05-26,CITYBIKE_P,Xe phổ thông,3.00,1250000.00,3750000.00
2025-03-19,2025,1,3,12,BH25.0313,331,2816,KH-00193,CÔNG TY TNHH TÚ ANH,71,Đường Nguyễn Trải - P Ba Đình TP Thanh Hoá,Miền Bắc,"38",Thanh Hóa,Tỉnh,Miền Trung,address,HIGH,"000225002002000",Xe đạp Thống Nhất New 26 Trắng,Trắng,21,Xe New 26,CITYBIKE_P,Xe phổ thông,5.00,1180000.00,5900000.00
2025-03-19,2025,1,3,12,BH25.0313,331,2817,KH-00193,CÔNG TY TNHH TÚ ANH,71,Đường Nguyễn Trải - P Ba Đình TP Thanh Hoá,Miền Bắc,"38",Thanh Hóa,Tỉnh,Miền Trung,address,HIGH,"000225002023000",Xe đạp Thống Nhất New 26 Kem,Kem,21,Xe New 26,CITYBIKE_P,Xe phổ thông,6.00,1180000.00,7080000.00
2025-03-19,2025,1,3,12,BH25.0313,331,2818,KH-00193,CÔNG TY TNHH TÚ ANH,71,Đường Nguyễn Trải - P Ba Đình TP Thanh Hoá,Miền Bắc,"38",Thanh Hóa,Tỉnh,Miền Trung,address,HIGH,"000225002025000",Xe đạp Thống Nhất New 26 Xanh mint,Xanh mint,21,Xe New 26,CITYBIKE_P,Xe phổ thông,3.00,1180000.00,3540000.00
2025-03-19,2025,1,3,12,BH25.0313,331,2819,KH-00193,CÔNG TY TNHH TÚ ANH,71,Đường Nguyễn Trải - P Ba Đình TP Thanh Hoá,Miền Bắc,"38",Thanh Hóa,Tỉnh,Miền Trung,address,HIGH,"000401002016000","Xe đạp Thống Nhất Nữ Truyền thống Lốp đỏ, Ngọc",Ngọc,22,Xe Nữ,CITYBIKE_P,Xe phổ thông,3.00,1300000.00,3900000.00
2025-03-19,2025,1,3,12,BH25.0313,331,2820,KH-00193,CÔNG TY TNHH TÚ ANH,71,Đường Nguyễn Trải - P Ba Đình TP Thanh Hoá,Miền Bắc,"38",Thanh Hóa,Tỉnh,Miền Trung,address,HIGH,"000331002008000",Xe đạp Thống Nhất MTB 26-02 Ghi,Ghi,18,Xe MTB 26 02,CITYBIKE_P,Xe phổ thông,3.00,1250000.00,3750000.00
2025-03-19,2025,1,3,12,BH25.0313,331,2821,KH-00193,CÔNG TY TNHH TÚ ANH,71,Đường Nguyễn Trải - P Ba Đình TP Thanh Hoá,Miền Bắc,"38",Thanh Hóa,Tỉnh,Miền Trung,address,HIGH,"000331002004000",Xe đạp Thống Nhất MTB 26-02 Đỏ tươi,Đỏ tươi,18,Xe MTB 26 02,CITYBIKE_P,Xe phổ thông,1.00,1250000.00,1250000.00
2025-03-19,2025,1,3,12,BH25.0313,331,2822,KH-00193,CÔNG TY TNHH TÚ ANH,71,Đường Nguyễn Trải - P Ba Đình TP Thanh Hoá,Miền Bắc,"38",Thanh Hóa,Tỉnh,Miền Trung,address,HIGH,"000331002022000",Xe đạp Thống Nhất MTB 26-02 Xanh dương,Xanh dương,18,Xe MTB 26 02,CITYBIKE_P,Xe phổ thông,1.00,1250000.00,1250000.00
2025-03-19,2025,1,3,12,BH25.0313,331,2823,KH-00193,CÔNG TY TNHH TÚ ANH,71,Đường Nguyễn Trải - P Ba Đình TP Thanh Hoá,Miền Bắc,"38",Thanh Hóa,Tỉnh,Miền Trung,address,HIGH,"000330002001000",Xe đạp Thống Nhất MTB 24-03 Đen,Đen,17,Xe MTB 24-03,CITYBIKE_P,Xe phổ thông,6.00,1200000.00,7200000.00
2025-03-19,2025,1,3,12,BH25.0313,331,2824,KH-00193,CÔNG TY TNHH TÚ ANH,71,Đường Nguyễn Trải - P Ba Đình TP Thanh Hoá,Miền Bắc,"38",Thanh Hóa,Tỉnh,Miền Trung,address,HIGH,"000330002002200",Xe đạp Thống Nhất MTB 24-03 Xanh dương,Xanh dương,17,Xe MTB 24-03,CITYBIKE_P,Xe phổ thông,3.00,1200000.00,3600000.00
2025-03-19,2025,1,3,12,BH25.0313,331,2825,KH-00193,CÔNG TY TNHH TÚ ANH,71,Đường Nguyễn Trải - P Ba Đình TP Thanh Hoá,Miền Bắc,"38",Thanh Hóa,Tỉnh,Miền Trung,address,HIGH,"000226003002000",Xe đạp Thống Nhất LD 24-01_2023 Trắng,Trắng,13,Xe LD 24-01_2023,CITYBIKE_P,Xe phổ thông,2.00,1200000.00,2400000.00
2025-03-19,2025,1,3,12,BH25.0313,331,2826,KH-00193,CÔNG TY TNHH TÚ ANH,71,Đường Nguyễn Trải - P Ba Đình TP Thanh Hoá,Miền Bắc,"38",Thanh Hóa,Tỉnh,Miền Trung,address,HIGH,"000226003015000",Xe đạp Thống Nhất LD 24-01_2023 Café/nâu,Café/nâu,13,Xe LD 24-01_2023,CITYBIKE_P,Xe phổ thông,1.00,1200000.00,1200000.00
2025-03-19,2025,1,3,12,BH25.0313,331,2827,KH-00193,CÔNG TY TNHH TÚ ANH,71,Đường Nguyễn Trải - P Ba Đình TP Thanh Hoá,Miền Bắc,"38",Thanh Hóa,Tỉnh,Miền Trung,address,HIGH,"000226003023000",Xe đạp Thống Nhất LD 24-01_2023 Kem,Kem,13,Xe LD 24-01_2023,CITYBIKE_P,Xe phổ thông,1.00,1200000.00,1200000.00
2025-03-19,2025,1,3,12,BH25.0313,331,2828,KH-00193,CÔNG TY TNHH TÚ ANH,71,Đường Nguyễn Trải - P Ba Đình TP Thanh Hoá,Miền Bắc,"38",Thanh Hóa,Tỉnh,Miền Trung,address,HIGH,"000224002002000",Xe đạp Thống Nhất New 24 Trắng,Trắng,20,Xe New 24,CITYBIKE_P,Xe phổ thông,3.00,1130000.00,3390000.00
2025-03-19,2025,1,3,12,BH25.0313,331,2829,KH-00193,CÔNG TY TNHH TÚ ANH,71,Đường Nguyễn Trải - P Ba Đình TP Thanh Hoá,Miền Bắc,"38",Thanh Hóa,Tỉnh,Miền Trung,address,HIGH,"000224002015000",Xe đạp Thống Nhất New 24 Café/nâu,Café/nâu,20,Xe New 24,CITYBIKE_P,Xe phổ thông,3.00,1130000.00,3390000.00
2025-03-19,2025,1,3,12,BH25.0313,331,2830,KH-00193,CÔNG TY TNHH TÚ ANH,71,Đường Nguyễn Trải - P Ba Đình TP Thanh Hoá,Miền Bắc,"38",Thanh Hóa,Tỉnh,Miền Trung,address,HIGH,"000224002023000",Xe đạp Thống Nhất New 24 Kem,Kem,20,Xe New 24,CITYBIKE_P,Xe phổ thông,3.00,1130000.00,3390000.00
2025-03-19,2025,1,3,12,BH25.0313,331,2831,KH-00193,CÔNG TY TNHH TÚ ANH,71,Đường Nguyễn Trải - P Ba Đình TP Thanh Hoá,Miền Bắc,"38",Thanh Hóa,Tỉnh,Miền Trung,address,HIGH,"000224002024000",Xe đạp Thống Nhất New 24 Tím,Tím,20,Xe New 24,CITYBIKE_P,Xe phổ thông,3.00,1130000.00,3390000.00
2025-03-19,2025,1,3,12,BH25.0313,331,2832,KH-00193,CÔNG TY TNHH TÚ ANH,71,Đường Nguyễn Trải - P Ba Đình TP Thanh Hoá,Miền Bắc,"38",Thanh Hóa,Tỉnh,Miền Trung,address,HIGH,"000224002026000",Xe đạp Thống Nhất New 24 Xanh mint,Xanh mint,20,Xe New 24,CITYBIKE_P,Xe phổ thông,3.00,1130000.00,3390000.00
2025-03-19,2025,1,3,12,BH25.0314,332,2833,KH-00007,CÔNG TY TNHH THƯƠNG MẠI ĐẠI LỢI,25,Lê Hoàn - Thị trấn Thọ Xuân - Huyện Thọ Xuân - Thanh Hoá,Miền Bắc,"38",Thanh Hóa,Tỉnh,Miền Trung,address,HIGH,"000401002016000","Xe đạp Thống Nhất Nữ Truyền thống Lốp đỏ, Ngọc",Ngọc,22,Xe Nữ,CITYBIKE_P,Xe phổ thông,2.00,1300000.00,2600000.00
2025-03-19,2025,1,3,12,BH25.0314,332,2834,KH-00007,CÔNG TY TNHH THƯƠNG MẠI ĐẠI LỢI,25,Lê Hoàn - Thị trấn Thọ Xuân - Huyện Thọ Xuân - Thanh Hoá,Miền Bắc,"38",Thanh Hóa,Tỉnh,Miền Trung,address,HIGH,"000217003001000",Xe đạp Thống Nhất GN 06-26 2.0 Đen,Đen,10,Xe GN 06-26 2.0,CITYBIKE_P,Xe phổ thông,4.00,1250000.00,5000000.00
2025-03-19,2025,1,3,12,BH25.0314,332,2835,KH-00007,CÔNG TY TNHH THƯƠNG MẠI ĐẠI LỢI,25,Lê Hoàn - Thị trấn Thọ Xuân - Huyện Thọ Xuân - Thanh Hoá,Miền Bắc,"38",Thanh Hóa,Tỉnh,Miền Trung,address,HIGH,"000217003008000",Xe đạp Thống Nhất GN 06-26 2.0 Ghi,Ghi,10,Xe GN 06-26 2.0,CITYBIKE_P,Xe phổ thông,1.00,1250000.00,1250000.00
2025-03-19,2025,1,3,12,BH25.0314,332,2836,KH-00007,CÔNG TY TNHH THƯƠNG MẠI ĐẠI LỢI,25,Lê Hoàn - Thị trấn Thọ Xuân - Huyện Thọ Xuân - Thanh Hoá,Miền Bắc,"38",Thanh Hóa,Tỉnh,Miền Trung,address,HIGH,"000207004000000",Xe đạp Thống Nhất 219-05-26,"219-05-26",1,Xe 219-05-26,CITYBIKE_P,Xe phổ thông,5.00,1250000.00,6250000.00
